pure beauty 	 1
intro 	 141
intro sequence 	 2
australia's 	 501
automotive show 	 1
feature-length film 	 24
cinemas 	 220
notable work 	 117
driveway 	 68
various guests 	 5
automotive industry 	 234
top gear 	 47
slang term 	 20
aesthetic desire 	 1
antics 	 106
satirical tone 	 2
practical information 	 16
humorous 	 339
humorous entertainment 	 1
first episode 	 9996
second channel 	 11
soundtracks 	 243
current title 	 19
historical complex 	 2
pilgrimage 	 381
successive rulers 	 5
various additions 	 2
courtyards 	 68
mosque 	 940
twin minarets 	 1
minarets 	 21
tiles 	 428
cupola 	 148
sanctuary chamber 	 2
additional courtyards 	 1
increased numbers 	 8
pilgrims 	 270
small room 	 75
tile decorations 	 2
other sections 	 60
vakil-ol-molki 	 3
vakil-ol-molki courtyard 	 3
big pond 	 4
pond 	 744
tombs 	 309
famous politicians 	 1
literary experts 	 1
renowned figure 	 1
polygonal 	 64
polygonal pond 	 1
adorned 	 190
dome-shaped 	 8
dome-shaped arch 	 1
high tomb 	 1
last covering 	 1
quranic 	 39
quranic verse 	 3
southwestern side 	 22
small place 	 5
persian poems 	 1
last courtyard 	 1
western side 	 1200
valuable copies 	 1
unique piece 	 3
artistic handicrafts 	 1
handicrafts 	 63
open class 	 21
elite section 	 1
elite competition 	 3
men's section 	 1
third-fastest 	 3
third-fastest times 	 1
american soil 	 12
past winners 	 66
current minister 	 25
national convention 	 876
flint 	 359
old family 	 22
pre-revolutionary days 	 1
american independence 	 27
settled regions 	 1
married life 	 156
sixty-two 	 23
sixty-two years 	 6
salesman 	 220
congregational minister 	 10
local institution 	 3
formal education 	 721
general mercantile 	 4
mercantile 	 182
similar position 	 54
clerical 	 195
clerical position 	 5
latter position 	 11
wholesale grocery 	 9
local affairs 	 12
important post 	 15
much ability 	 2
favorable notice 	 1
national affairs 	 28
special agent 	 134
second administration 	 2
special work 	 12
new duties 	 20
steamer 	 228
long lawsuit 	 1
thirty-two persons 	 2
grand jury 	 197
smuggling 	 272
federal officers 	 4
notable services 	 2
cumulative force 	 1
other illicit 	 4
illicit 	 176
severe blow 	 16
public officer 	 8
private business 	 33
semi-public 	 7
semi-public nature 	 1
fraternal 	 97
beneficiary 	 101
national prominence 	 23
wide prominence 	 1
considerable period 	 11
democratic state 	 67
latter convention 	 1
many committees 	 14
great extent 	 70
historical matters 	 3
native region 	 40
active member 	 3645
eighty-five 	 17
eighty-five cents 	 1
important concern 	 10
required stock 	 1
fraternal organizations 	 14
many affiliations 	 1
affiliations 	 208
fraternal character 	 1
thirty-third 	 9
thirty-third degree 	 2
masonic 	 179
templar 	 79
old guard 	 24
benevolent 	 124
necessary funds 	 13
mere record 	 1
adequate idea 	 1
real influence 	 12
peculiar talent 	 1
other men 	 354
affable 	 16
easy manners 	 1
manners 	 224
political life 	 488
long friendship 	 12
democratic leader 	 7
other paths 	 2
ardent 	 155
admired 	 274
important activity 	 9
great interest 	 252
many societies 	 5
historical character 	 8
great number 	 708
north-western 	 159
conferred 	 406
honorary degree 	 76
great reader 	 2
private library 	 34
fourteen years 	 297
assistant sales 	 1
laurel 	 365
fillies 	 59
ungraded 	 9
ungraded stakes 	 10
stakes race 	 47
1975-1993 	 4
1975-1993 andwas 	 1
andwas 	 1
constituent college 	 21
religious issues 	 34
congregational pastor 	 1
pastors 	 153
other brothers 	 104
regular contributor 	 735
social topics 	 4
important subject 	 4
late-nineteenth 	 4
late-nineteenth century 	 4
legal obligation 	 11
christian privilege 	 1
privilege 	 262
eulogy 	 66
literary clergyman 	 1
broad views 	 1
intense dislike 	 8
dislike 	 161
sham 	 78
local architect 	 38
several churches 	 96
manual training 	 15
professional work 	 33
own firm 	 105
free transfer 	 2478
competitive football 	 275
professional football 	 1280
asbestos 	 164
rehearsal 	 224
german playwright 	 8
unprecedented access 	 10
artistic insights 	 1
current day 	 81
collaborators 	 222
many elements 	 40
musical score 	 56
own motivations 	 1
motivations 	 103
lifelong admiration 	 1
admiration 	 138
new translation 	 10
creative director 	 624
political commitment 	 7
devastating impact 	 8
ordinary people 	 58
collective action 	 63
archival films 	 2
original materials 	 8
rich collage 	 1
collage 	 84
top literature 	 1
political dissident 	 3
dissident 	 112
jewish actress 	 1
german citizenship 	 14
rubble 	 215
own biography 	 10
real impact 	 6
political action 	 504
rave 	 155
rave reviews 	 532
185 	 195
reforms 	 819
specific type 	 74
private firm 	 9
broad communication 	 1
red tape 	 23
regulatory aspects 	 1
global knowledge 	 12
annual exercise 	 1
quantitative measures 	 5
fundamental premise 	 1
premise 	 312
economic activity 	 282
good rules 	 2
economic interactions 	 1
contractual 	 118
contractual partners 	 1
start-up firms 	 3
official time 	 5
official cost 	 1
main findings 	 5
unofficial economies 	 1
economies 	 292
private goods 	 2
limited governments 	 1
quantitative evidence 	 1
bureaucrats 	 56
additional protection 	 11
indicators 	 362
benchmark 	 132
day-to-day work 	 6
statistical sample 	 4
relevant government 	 9
relevant laws 	 1
standardized case 	 1
specific assumptions 	 1
assumptions 	 234
direct relevance 	 2
foreign investors 	 138
large companies 	 27
simple averaging 	 1
detailed explanation 	 8
indicator 	 288
.xls 	 2
.xls archive 	 1
main information 	 4
complete assessment 	 1
competitiveness 	 125
regulatory framework 	 28
specific country 	 9
private sectors 	 135
several reforms 	 2
highlighted findings 	 1
controversial study 	 1
passionate critics 	 1
unduly 	 48
dominate countries 	 1
agendas 	 62
crucial development 	 2
burdensome 	 18
burdensome business 	 1
other strategies 	 10
several limitations 	 5
limitations 	 514
related studies 	 12
twelve years 	 600
specific development 	 3
ranking valid 	 1
sub-national 	 13
sub-national studies 	 4
different cities 	 82
regional studies 	 70
main objective 	 312
several countries 	 1312
great scope 	 5
huge coverage 	 2
successful reforms 	 1
technical assistance 	 1339
first light 	 35
light station 	 166
first lighthouse 	 30
first lit 	 9
north jetty 	 4
jetty 	 72
cruising 	 202
conspicuous 	 174
conspicuous landmarks 	 2
subsequent expansion 	 5
wide expanse 	 6
expanse 	 39
former location 	 155
present mouth 	 1
__toc__ 	 133
five-story 	 36
five-story stone 	 2
gallery-lantern 	 2
gallery-lantern room 	 4
unique feature 	 116
tangent 	 60
tangent circles 	 1
fourth level 	 52
white tower 	 6
focal 	 296
focal point 	 145
original light 	 5
spanish government 	 112
south sections 	 8
welcoming beacon 	 1
inter-island 	 16
busy wharves 	 1
wharves 	 50
light apparatus 	 1
apparatus 	 295
red light 	 64
other lights 	 2
historical significance 	 356
old tower 	 27
present tower 	 11
conical 	 238
focal plane 	 11
above water 	 21
original function 	 16
shantytown 	 9
shantytown community 	 1
reclaimed lands 	 1
other aids 	 4
many youth 	 8
recreational programs 	 8
lacrosse 	 351
indoor soccer 	 315
state-of-the-art 	 219
state-of-the-art health 	 2
successful adult 	 1
recreational sports 	 5
corporate meeting 	 2
dry arena 	 1
large event 	 10
purpose-built 	 144
cranberry 	 39
american television 	 2330
other media 	 1384
educational works 	 5
medic 	 42
various capacities 	 90
other opportunities 	 17
mutual connection 	 2
new production 	 189
one-room 	 87
one-room studio 	 2
old auto 	 1
educational programming 	 16
educational programs 	 720
12-part 	 5
12-part television 	 1
social history 	 170
new audiences 	 30
national exposure 	 26
rare bird 	 7
creative talent 	 16
educational philosophy 	 12
educational stations 	 2
many credit 	 2
initial thrust 	 1
public television 	 158
popular series 	 63
follow-up 	 470
first program 	 96
net station 	 1
30-minute films 	 1
commercial advertising 	 9
national bank 	 298
brother's 	 273
warm summer 	 3
national recognition 	 88
own production 	 196
next project 	 144
detailing 	 252
first voyage 	 129
reef 	 574
screen writer 	 4
four-part series 	 8
avid 	 321
golf-related 	 2
golf-related essays 	 1
prostate 	 249
swamp 	 476
swamp cottonwood 	 3
cottonwood 	 102
wet 	 745
wet bottomland 	 1
bottomland 	 25
full maturity 	 12
eastern cottonwood 	 2
deltoid 	 4
temperate 	 260
eastern seaboard 	 27
seaboard 	 71
separated population 	 1
flat clay 	 1
geographic range 	 27
unisexual 	 6
female museum 	 1
greenish 	 94
white underneath 	 3
underneath 	 403
dark bands 	 8
similar species 	 435
international school 	 591
jumbo 	 120
architectural firm 	 600
overall town 	 1
delineations 	 4
axes 	 159
localised 	 68
organic structures 	 1
semi-detached 	 16
semi-detached houses 	 8
bright colours 	 26
green areas 	 8
entire area 	 45
roofs 	 325
vernacular detailing 	 1
ornamentation 	 123
flat roofs 	 20
neo-historism 	 1
neo-historism style 	 1
architectural tradition 	 3
heavy emphasis 	 36
modernist style 	 12
ordinary flats 	 1
american lawyer 	 1106
newspaperman prominent 	 1
tutelage 	 131
other partners 	 62
independent news 	 12
three-year period 	 56
public lands 	 92
public libraries 	 654
direct descendant 	 186
english immigrant 	 6
all-american end 	 10
senior season 	 1793
upon return 	 70
six-year 	 150
six-year coaching 	 1
intramural 	 56
intramural athletics 	 5
american historian 	 240
latter-day 	 268
latter-day saints 	 856
educational system 	 352
pleasant 	 462
early sites 	 1
small arms 	 1488
mechanical engineering 	 410
mechanical engineer 	 72
many companies 	 150
kable 	 4
kable printing 	 1
economic education 	 10
2002-03 	 37
personal record 	 18
outdoor track 	 54
international team 	 49
first lap 	 108
notable kicker 	 1
kicker 	 709
front runner 	 21
devastating results 	 4
depleted 	 178
sheriff's 	 197
new courthouse 	 54
jail side 	 1
fireproof 	 50
female prisoners 	 30
young inmates 	 2
elderly inmates 	 5
sixty feet 	 2
concrete-floored 	 1
concrete-floored corridors 	 1
humanitarian board 	 1
jails 	 55
great degree 	 45
overcrowding 	 86
many jails 	 2
other county 	 30
sheriff's office 	 66
para 	 268
public park 	 294
playgrounds 	 71
public toilets 	 13
initial construction 	 104
current amenities 	 1
amenities 	 283
due lack 	 1
public abuse 	 1
new fusegate 	 1
fusegate 	 1
famous eco-activist 	 1
eco-activist 	 2
anti-river 	 1
anti-river pollution 	 1
self-help philosophy 	 1
environmental essence 	 1
eminent environmentalist 	 1
different sections 	 87
challenging task 	 8
dried-up 	 5
dried-up drain 	 1
garbage 	 236
dump 	 166
religious significance 	 29
clutches 	 64
god's grace 	 12
incredible experience 	 1
polluted water 	 48
major problem 	 180
entire world 	 68
prosperity 	 331
nearby villages 	 388
purified 	 55
severe droughts 	 3
mankind 	 222
other work 	 768
holy places 	 20
other country 	 86
whole world 	 336
prime concern 	 6
historic mansion 	 7
territorial government 	 6
sugar cane 	 82
hard times 	 60
new home 	 768
2013-2014 	 107
2013-2014 season 	 63
depleted roster 	 1
talented roller 	 1
full roster 	 3
veterinary 	 275
veterinary medicine 	 48
small animal 	 12
political process 	 105
small business 	 1771
advisory council 	 195
third term 	 861
pensions 	 144
major legislation 	 10
constitutional amendment 	 368
partial funding 	 4
feature-length documentary 	 22
independent spirit 	 30
hour-long documentary 	 18
documentary investigation 	 1
american moms 	 1
moms 	 33
contemporary artist 	 30
various mediums 	 2
mediums 	 94
visuals 	 101
individual agency 	 3
redemptive 	 13
redemptive quality 	 1
playful tele-command 	 1
tele-command 	 2
sensory 	 234
sensory constitution 	 1
public spaces 	 96
earth art 	 1
prior generation 	 1
natural decay 	 3
flat screens 	 2
small retrospective 	 1
video art 	 56
specific work 	 2
monumental 	 295
monumental works 	 2
oversized 	 59
oversized stalinist 	 1
stalinist 	 49
contemporary icons 	 1
digital age 	 42
cognitive dissonance 	 3
dissonance 	 33
architectural skin 	 1
interior habitus 	 1
habitus 	 10
atomic bunker 	 2
bunker 	 233
militaristic 	 25
militaristic video 	 1
two-dimensional 	 114
two-dimensional illusion 	 1
quintessential 	 45
quintessential elements 	 1
public marketplace 	 1
olfactory 	 57
olfactory installation 	 1
ethnic communities 	 26
affective 	 41
individual aromas 	 1
aromas 	 16
new museum 	 128
national art 	 79
national museum 	 686
interesting people 	 7
fly-in 	 13
fly-in destinations 	 1
show's site 	 1
tips 	 418
recreational pilots 	 1
professional pilots. 	 1
pilots. 	 2
public broadcasting 	 44
numerous markets 	 1
premiere date 	 5
viewership 	 123
overseas broadcasts 	 1
online viewing 	 5
documentary series 	 190
meteoric 	 24
meteoric rise 	 13
overall television 	 1
boardwalk 	 103
modern family 	 46
free-download 	 1
free-download release 	 1
free episode 	 1
early football 	 63
thirteen times 	 9
military division 	 33
new department 	 81
separate staffs 	 3
35th parallel 	 8
subordinate departments 	 2
hawaiian 	 481
hawaiian islands 	 158
territorial departments 	 1
new organization 	 138
former departments 	 1
digital download 	 2144
detailed liner 	 2
related drink 	 1
bartender 	 82
other objects 	 212
downloadable format 	 2
ornaments 	 191
ornate 	 165
ornate crown 	 1
holy ash 	 1
great power 	 48
short-list nominee 	 72
short story 	 543
official money 	 25
rookie 	 885
major championships 	 134
liturgical 	 348
liturgical practice 	 3
warm water 	 144
warm wine 	 1
national teams 	 931
preliminary round 	 1408
lowest-ranked 	 3
lowest-ranked nations 	 1
first leg 	 1827
final tournament 	 814
سراج 	 1
سراج الحق 	 1
الحق 	 1
senior minister 	 19
only senator 	 3
dir 	 61
early education 	 1180
political period 	 1
political career 	 20675
provincial cabinet 	 16
foes 	 69
immense popularity 	 13
neutral 	 659
neutral figure 	 2
utmost 	 78
american hardball 	 1
hardball 	 17
only amateur 	 4
national doubles 	 6
further occasions 	 6
national titles 	 120
intercollegiate titles 	 3
other years 	 36
same weekend 	 51
possible hall 	 1
initial year 	 13
four-year record 	 4
manning 	 459
back seat 	 96
sergeant pilot 	 5
same team 	 268
final victories 	 3
infant daughter 	 24
bare recitation 	 1
official record 	 63
probationary 	 29
administrative duty 	 1
governance 	 850
microfluorimetry 	 10
biophysical 	 22
biophysical properties 	 3
fluorescent molecules 	 2
quantitative measure 	 1
qualitative nature 	 1
fluorescent measurement 	 1
definitive results 	 1
different fields 	 141
flow karotyping 	 1
karotyping 	 1
isolated metaphase 	 1
metaphase 	 15
chromosomes 	 104
flow microfluorometer 	 1
microfluorometer 	 5
staining 	 62
relative frequency 	 3
chromosomal 	 45
chromosomal dna 	 12
previous methods 	 8
chinese hamster 	 3
hamster 	 33
flow microfluorimetry 	 3
different populations 	 8
fluorescent markers 	 1
small cell 	 10
accurate measure 	 1
antibody 	 147
antigen 	 62
pharmaceutical research 	 14
other properties 	 188
calcium 	 226
calcium ion 	 1
ion 	 555
mitochondrial 	 116
mitochondrial membrane 	 4
different microorganisms 	 2
microorganisms 	 50
same concept 	 38
suitable fluorescent 	 1
fluorescent dye 	 3
critical technique 	 1
modern cell 	 1
flow cytometry 	 51
cytometry 	 27
emission 	 419
fluorochrome molecules 	 1
light source 	 434
particles 	 611
high rate 	 204
next-gen 	 4
next-gen sequencing 	 1
relevant chromosomes 	 1
fast rate 	 3
genomic analysis 	 5
fluorimetric 	 1
fluorimetric measurement 	 1
spectral 	 248
spectral shift 	 1
absolute concentration 	 1
microscopic 	 174
single cells 	 13
other microscopic 	 2
spectra 	 166
complete microfluorometer 	 1
optical port 	 2
fluorescent intensity 	 2
photoelectrical 	 1
photoelectrical photometry 	 1
photometry 	 5
intensities 	 35
negative chromosomes' 	 1
chromosomes' 	 1
previous data 	 2
many sources 	 68
biological errors 	 1
homogenous 	 21
homogenous samples 	 1
technical errors 	 1
tourist city 	 1
southernmost 	 160
southernmost region 	 1
national planning 	 20
original proposal 	 15
several railway 	 6
southwestern part 	 180
blueprint 	 78
ten-year 	 96
ten-year plan 	 4
western coast 	 340
eastern half 	 53
national development 	 55
projected cost 	 13
provincial government 	 127
single investment 	 1
expenditure 	 190
maximum speed 	 417
dual track 	 2
locomotive trophy 	 1
official opening 	 413
total weight 	 78
second-class 	 48
second-class cars 	 2
first-class cars 	 2
many trains 	 7
trial run 	 18
full journey 	 1
first-class seat 	 6
second-class seat 	 4
indian co-production 	 1
co-production 	 154
dams 	 391
lethal 	 250
anticipated calamity 	 1
calamity 	 49
outdated dams 	 4
emotional thriller 	 1
human emotions 	 26
assortment 	 133
backdrop 	 202
dilapidated 	 116
dilapidated colonial 	 1
controversial movie 	 4
permanent core 	 2
outdated dam 	 1
native place 	 20
ancient sciences 	 1
diabetic 	 63
orphan 	 220
own daughter 	 28
various patients 	 1
special bond 	 12
terrible 	 423
parallel track 	 4
old dam 	 7
heavy storm 	 8
high alert 	 17
central character 	 300
few mariners 	 1
suppressed feelings 	 2
related development 	 6
unexpected hurdles 	 1
hurdles 	 203
prior issue 	 1
initial sequences 	 1
sequences 	 636
expensive set 	 3
top lead 	 2
national film 	 211
art direction 	 279
worldwide release 	 32
prominent countries 	 1
festival screenings 	 4
screenings 	 200
following film 	 3
fresh talent 	 3
wide distribution 	 35
cordial relations 	 9
writ petition 	 5
subjective satisfaction 	 1
clarification 	 86
unilateral 	 68
unjustified 	 25
unjustified act 	 1
fundamental right 	 18
indirect mention 	 2
water-sharing 	 1
water-sharing contract 	 1
censor 	 146
disasters 	 246
appropriate orders 	 1
legal aspects 	 14
recognitions 	 113
rooster 	 72
accolades 	 237
multilingual 	 62
multilingual soundtracks 	 1
grand event 	 4
first copy 	 7
professional musicians 	 25
musical skills 	 10
proverbial 	 23
many indicators 	 2
first symptoms 	 3
choirs 	 168
original songs 	 805
cover songs 	 43
contemporary music 	 906
long story 	 11
piano-based 	 5
piano-based pop 	 2
draws comparisons 	 4
independent recording 	 5
full-time employment 	 9
fourth albums 	 1
later work 	 144
arranger 	 220
seventh release 	 3
3-year stint 	 1
openly-gay 	 4
openly-gay man 	 1
political issues 	 430
free digital 	 20
unreleased 	 365
unreleased songs 	 33
previous albums 	 606
signature album 	 1
significant step 	 36
previous projects 	 16
limited release 	 128
select group 	 28
videos hit 	 1
key factor 	 120
consecutive weeks 	 756
teal 	 47
previous video 	 7
literary commentary 	 2
self-published 	 90
self-published volumes 	 1
professional writing 	 5
online advice 	 2
long-form 	 32
long-form projects 	 1
watching 	 796
sexy 	 246
common knowledge 	 18
australian politician 	 1300
co-operative 	 336
federal seat 	 60
primary vote 	 48
liberal candidate 	 202
preferences 	 169
new seat 	 1012
former captain 	 32
national cricket 	 47
batsmen 	 105
leading run-scorer 	 13
run-scorer 	 19
fourth-highest 	 13
fourth-highest run-scorer 	 1
test century 	 26
fourth match 	 54
unusual end 	 1
individual score 	 9
second-highest 	 91
second-highest number 	 5
double centuries 	 3
triple century 	 4
first century 	 170
fourth-highest number 	 1
same match 	 40
only players 	 46
sixth player 	 7
first centurion 	 1
centurion 	 66
fourth player 	 16
former ceo 	 59
major communication 	 2
large salary 	 3
organic foods 	 13
new plague 	 6
medical community 	 33
ramifications 	 40
national attention 	 1116
prime-time 	 54
prime-time lineup 	 1
prime-time programming 	 4
alarming 	 36
alarming program 	 1
public need 	 4
bottom line 	 40
good money 	 10
top priority 	 26
multinational corporation 	 26
ranch 	 835
executive positions 	 27
financial downturn 	 1
downturn 	 93
rich history 	 162
cultural life 	 355
private university 	 49
undergraduate levels 	 5
social responsibility 	 380
thorough review 	 8
international activities 	 14
international programs 	 38
strategic plan 	 84
figured 	 131
spacious 	 142
special place 	 60
campus' 	 8
campus' skyline 	 1
skyline 	 134
multi-million 	 40
multi-million dollar 	 25
cultural destination 	 1
sporting events 	 119
cultural complexes 	 1
early childhood 	 1850
personal responsibility 	 32
central city 	 64
new chairman 	 20
state's top 	 12
digital painting 	 2
homebrew 	 27
popular homebrew 	 1
licensed application 	 1
original homebrew 	 1
ios devices 	 40
simple homebrew 	 1
programmer 	 148
sabbatical 	 66
best-known 	 281
best-known homebrew 	 1
official gallery 	 1
unofficial forums 	 1
forums 	 300
previous incarnation 	 13
incarnation 	 260
global health 	 85
pathogens 	 71
medical advances 	 4
influenza virus 	 17
potential vaccine 	 2
vaccine 	 253
infectious diseases 	 300
negative strand 	 3
molecular analysis 	 8
principal investigator 	 48
investigator 	 319
pandemic 	 82
pandemic influenza 	 4
scientific advisory 	 47
basic research 	 212
first members 	 96
first mayor 	 148
legal study 	 1
one-year 	 596
one-year term 	 63
constitutional convention 	 402
past singles 	 2
electronic track 	 1
singer's 	 103
song's co-writer 	 1
co-writer 	 105
majestic 	 154
inspirational 	 126
inspirational lyrics 	 1
uptempo 	 52
uptempo feel-good 	 1
feel-good 	 14
angelic harmonies 	 1
thrilling 	 83
thrilling tune 	 4
icy 	 78
electro 	 183
robotic 	 193
robotic embrace 	 1
dance-floor 	 4
dance-floor delight 	 1
bits 	 333
spy 	 671
busy boy 	 1
bingo 	 71
sublime slice 	 1
slice 	 101
tub-thumping 	 1
tub-thumping beats 	 1
heartfelt 	 61
whole life 	 236
near-hymnal 	 1
near-hymnal chorus 	 1
only song 	 84
uplifting 	 55
sparkling 	 92
other pop 	 18
good ones 	 3
pure devotion 	 1
angelic harmonies. 	 1
harmonies. 	 4
current peak 	 18
fifth week 	 25
irish music 	 43
top-ten 	 72
british team 	 318
static 	 342
jungle 	 570
peacock 	 171
breathing 	 249
black background 	 38
next verse 	 2
yellow dress 	 9
final verse 	 22
white scene 	 1
alma mater 	 246
mater 	 314
main purpose 	 384
harmonious 	 88
harmonious coexistence 	 1
coexistence 	 54
sustainable habits 	 1
informed participation 	 1
competitive professionals 	 1
scientific research 	 285
self-directed 	 18
self-directed learning 	 3
cultural programs 	 18
non-violent 	 60
discriminatory 	 111
discriminatory practices 	 8
free organization 	 1
sub-professional 	 1
sub-professional careers 	 1
bilingual 	 253
current president 	 695
operational university 	 1
multidisciplinary divisions 	 1
snail 	 644
por 	 141
una 	 273
una vida 	 7
vida 	 117
una ciencia 	 1
ciencia 	 7
scientific life 	 3
vital science 	 1
graphic style 	 4
pictorial 	 145
educational tradition 	 4
glyph 	 27
wharf site 	 1
undeveloped 	 114
commercial development 	 45
old buildings 	 64
revised plan 	 33
site history 	 3
berths 	 83
air-raid 	 23
air-raid shelters 	 12
wharf buildings 	 2
physical evidence 	 39
intact group 	 1
initial plan 	 54
significant opposition 	 14
initial development 	 14
ecological legacy 	 1
councillor 	 438
amended 	 482
public notification 	 2
notification 	 158
retail development 	 14
flood hazard 	 2
new plans 	 14
unreleased masters 	 1
musical theorist 	 3
noble family 	 784
young children 	 1211
male soprano 	 1
own commentary 	 9
few comments 	 2
german physician 	 25
physician 	 1183
gassing 	 30
current city 	 24
german universities 	 9
national socialist 	 58
later professor 	 10
thyroid 	 66
nazi career 	 4
teacher's 	 88
racial policy 	 2
deputy head 	 219
main office 	 60
upper section 	 62
hygienist 	 4
general government 	 19
botched 	 39
botched gassing 	 1
independent testimony 	 1
medical experiments 	 9
previous correspondence 	 1
human guinea 	 10
vaccines 	 79
pharmaceutical company 	 35
german association 	 273
focal infection 	 1
separate tours 	 4
surfers 	 70
wildcard 	 138
wildcard surfer 	 1
final standings 	 134
2003-04 	 49
financial trouble 	 136
german rugby 	 35
motorcycles 	 266
single races 	 4
realistic simulation 	 12
simulation 	 640
realistic motorcycle 	 1
single race 	 25
other race 	 20
full season 	 447
detailed statistics 	 3
different difficulty 	 2
casual experience 	 1
realistic one 	 3
customizable 	 58
good balance 	 16
realistic crashes 	 1
crashes 	 219
outstanding fusion 	 1
perfect score 	 58
ninth grade 	 108
denominational 	 67
denominational headquarters 	 1
primary mission 	 65
other church 	 48
academic institution 	 58
bible school 	 30
young laypeople 	 1
laypeople 	 15
bible course 	 1
separate campus 	 5
increased enrollment 	 9
new dormitory 	 4
rapid decline 	 30
separate school 	 29
own president 	 6
obsolete title 	 1
full accreditation 	 7
accreditation 	 507
chinese vassal 	 4
later generations 	 19
native area 	 3
convenient 	 261
vigilant 	 56
vigilant chancellors 	 1
chancellors 	 108
common today 	 20
minor figure 	 3
ore 	 581
recorded work 	 6
compositional 	 75
subsequent ventures 	 1
fifth film 	 11
lead role 	 2934
popular actor 	 7
big failure 	 2
final position 	 102
sheik 	 52
1st class 	 97
military arts 	 1
military education 	 35
multi-national 	 62
judicial experts 	 1
close friend 	 2512
military detention 	 3
detainee 	 62
detainee operations 	 6
civil disputes 	 2
perceived culture 	 1
rugged country 	 3
global threats 	 3
meritorious 	 201
multiple awards 	 220
badges 	 157
tab 	 121
episodic 	 108
episodic survival 	 1
main series 	 144
thirty-year-old 	 8
thirty-year-old physicist 	 1
mysterious letter 	 2
dead father 	 22
clues 	 206
mysterious location 	 1
email 	 443
last one 	 252
all' 	 8
all' message 	 1
barges 	 159
short tech 	 1
original engine 	 8
original soundtrack 	 408
romantic comedy 	 705
former dancing 	 6
mother-in-law 	 96
legal steps 	 6
musical blockbuster 	 1
blockbuster 	 133
box-office 	 97
film's success 	 17
musical film 	 45
highest-grossing films 	 7
prominent industrialist 	 4
sustainable solution 	 4
stable society 	 2
progressive nation 	 2
single storey 	 32
storey 	 317
single school 	 6
entire school 	 16
handicrafts room 	 1
traditional dances 	 9
professional teacher 	 2
instrumental music 	 56
trained nurse 	 2
medical needs 	 66
senior school 	 43
earnest 	 216
earnest endeavour 	 2
endeavour 	 106
second language 	 164
third language 	 9
portuguese footballer 	 17
central midfielder 	 105
current manager 	 76
professional debuts 	 24
top division 	 712
overall goals 	 5
only title 	 4
lowly 	 79
managerial career 	 210
third level 	 66
vast majority 	 2367
national side 	 702
sporting event 	 26
international football 	 404
powerful teams 	 3
athletically-challenged 	 1
athletically-challenged characters 	 1
deficiencies 	 105
daily lives 	 86
episoden 	 1
episoden note 	 1
other information 	 126
extreme opposites 	 1
opposites 	 32
unexpected pregnancy 	 4
carefree 	 62
carefree world 	 1
middle-class life 	 3
fancy condominium 	 1
condominium 	 93
successful careers 	 13
freedom seekers 	 2
young squeegee 	 1
squeegee 	 1
small-time 	 18
small-time jobs 	 1
violent relationship 	 1
obvious choice 	 9
third story 	 32
50-something 	 2
50-something father 	 1
inner peace 	 3
new purpose 	 11
daughter's 	 122
daughter's murderer 	 1
small hospital 	 6
highest-rated 	 68
highest-rated hospital 	 1
patient satisfaction 	 10
joint commission 	 55
fundraisers 	 53
direct donations 	 2
private donations 	 111
fifteen hospitals 	 1
second decade 	 12
original hospital 	 26
convent 	 507
first schools 	 11
colonial rule 	 58
several schools 	 204
cardinal 	 956
private schools 	 592
full recognition 	 2
elementary education 	 62
academic degrees 	 17
elementary departments 	 2
intensive efforts 	 3
permanent membership 	 3
plenary 	 117
underprivileged 	 89
underprivileged sector 	 4
ministries 	 389
family-owned company 	 14
technical textiles 	 1
small textile 	 1
tassel 	 32
tassel manufacturer 	 1
new business 	 280
auxiliary materials 	 1
high-quality 	 189
125th 	 61
125th birthday 	 2
transregional 	 3
transregional known 	 1
34th edition 	 3
different methods 	 136
defending champions 	 776
automatic berth 	 12
regional qualifiers 	 5
runners-up compete 	 1
final spots 	 1
women's teams 	 41
semifinal 	 329
european corporations 	 1
fiftieth 	 53
fiftieth anniversary 	 31
democratic gap 	 1
main actors 	 17
european legislators 	 1
entrepreneurs' 	 4
entrepreneurs' concerns 	 1
unfamiliar 	 140
symbolic location 	 1
mutual understanding 	 28
direct debate 	 2
related issues 	 51
business-related 	 7
business-related issues 	 3
interlocutors 	 11
european businesses 	 2
active cooperation 	 4
national associations 	 54
patent 	 900
pall 	 57
provincial city 	 8
australian state 	 53
backs 	 345
second empire 	 75
same builder 	 2
notable features 	 32
high clock 	 3
large information 	 1
historical displays 	 2
aesthetic significance 	 1
instrumental works 	 16
own collection 	 13
madrigals 	 40
aerospace 	 460
canadian aviation 	 3
other tenants 	 32
new sports 	 64
museum's collection 	 23
40-foot 	 14
40-foot freight 	 1
canadian aerospace 	 6
non-profit organization 	 6368
original factory 	 4
beaver 	 480
otter 	 189
possible names 	 4
successful rebranding 	 1
rebranding 	 68
considerable confusion 	 12
large exhibits 	 1
specific galleries 	 1
full-sized 	 26
additional galleries 	 3
canadian achievements 	 1
eviction 	 150
back rent 	 3
entire facility 	 3
hockey rink 	 10
massive campaign 	 6
military base 	 95
long-term reprieve 	 1
reprieve 	 49
federal heritage 	 2
secure storage 	 3
undergoing restoration 	 11
full-scale replica 	 2
short track 	 62
individual gold 	 15
meter 	 694
american educator 	 34
elm 	 256
ancient languages 	 22
legislative session 	 176
